,id,amenity,est,nor,Ai,centers,label
30708,329962513,dentist,533498.097,185044.081,90.19,False,48
30709,329962515,beauty,533493.469,185044.092,89.88,False,48
30710,329962516,cafe,533448.828,185045.754,84.58,False,48
30711,329982358,park,537236.115,184597.768,19.24,False,107
30712,329985386,park,537341.575,184411.281,18.47,False,107
30713,329985387,park,537447.867,184211.443,18.66,False,119
30714,329985388,park,537123.789,184856.594,17.47,False,107
30715,330019321,convenience,526369.66,175504.821,47.25,False,18
30716,330019322,hotel,526497.066,175662.004,41.11,False,18
30717,330019323,parking,526522.341,175710.811,39.08,False,18
30718,330019325,parking,526339.337,175472.813,48.12,False,18
30720,330035149,pub,529710.556,194361.755,20.28,False,12
30721,330091947,kindergarten,532642.008,185039.872,53.73,False,48
30722,330091951,parking,532647.76,185034.269,54.32,False,48
30723,330122152,fast food,532680.425,184999.427,56.72,False,48
30727,330128416,pub,529876.052,194434.337,12.58,False,96
30729,330163598,library,537274.294,177272.872,66.72,False,58
30730,330203312,school,540934.098,183762.464,12.17,False,159
30731,330270870,library,529642.923,194054.05,17.54,False,12
30732,330328849,optician,526343.688,194202.302,26.35,False,14
30733,330328850,beauty,526344.698,194196.786,26.46,False,14
30734,330328851,carpet,526345.707,194191.314,26.51,False,14
30735,330332155,convenience,526329.834,194286.202,23.13,False,14
30736,330332158,electronics,526330.763,194280.617,23.41,False,14
30737,330332160,hairdresser,526338.356,194235.807,25.34,False,14
30738,330332161,cafe,526334.741,194256.058,24.52,False,14
30752,330474860,cafe,533095.427,180988.809,198.41,False,52
30753,330489976,playground,531455.659,179110.98,43.67,False,72
30754,330512910,townhall,522711.566,178542.688,22.63,False,151
30755,330515326,park,522037.613,178737.395,13.65,False,91
30756,330528138,garden,527088.831,177292.846,29.77,False,81
30757,330528139,garden,527111.741,177301.653,28.86,False,81
30758,330529238,playground,527820.885,176827.758,21.86,False,81
30761,330752310,restaurant,522785.591,178546.588,23.27,False,151
30763,330890104,restaurant,526484.729,175604.672,44.06,False,18
30764,330890106,car repair,526485.979,175612.826,43.68,False,18
30765,330890713,garden,532016.538,179200.976,44.84,False,72
30766,330891410,parking,528090.971,179605.093,68.67,False,144
30767,330917032,fast food,526431.458,175550.574,46.25,False,18
30768,330917035,fast food,526437.127,175552.906,46.28,False,18
30769,330923935,estate agent,527492.034,176407.337,61.29,False,136
30770,330923936,convenience,527496.132,176405.759,61.08,False,136
30771,330933260,garden,527762.508,177470.894,13.35,False,81
30772,330933261,garden,527851.184,177491.581,12.45,False,81
30775,330952388,parking,529958.537,177830.086,18.11,False,132
30776,330952390,garden,530011.141,177857.658,20.2,False,132
30777,330952694,parking,526200.751,173977.932,13.6,False,162
30778,330953394,convenience,525901.528,173853.556,23.21,False,162
30779,330953398,supermarket,525860.931,173920.861,23.8,False,162
30780,330953401,supermarket,525877.408,173695.482,21.94,False,162
30785,331074850,parking,526272.94,175366.072,49.77,False,18
30786,331106910,chemist,530728.983,186228.45,98.69,False,34
30787,331106943,pub,530216.466,186558.557,51.35,False,103
30788,331204642,garden,526645.867,175925.04,35.91,False,136
30789,331204643,garden,526650.769,175951.5,35.58,False,136
30790,331231077,school,529684.608,186343.857,42.03,False,103
30791,331298008,restaurant,531619.812,183784.55,135.53,False,43
30792,331298014,pub,531209.345,183739.147,71.39,False,43
30793,331301659,school,532040.055,166362.518,59.62,False,24
30794,331318827,pub,531380.992,183928.973,80.12,False,43
30797,331345548,garden,527677.857,177451.811,14.37,False,81
30800,331362116,cafe,531461.355,189665.494,60.37,False,117
30801,331362117,pub,531447.235,189648.669,57.79,False,117
30802,331362123,mobile phone,531310.521,189862.083,59.41,False,117
30803,331362126,bank,531319.274,189851.694,59.52,False,117
30804,331362134,bank,531282.361,189920.642,59.61,False,117
30805,331362135,fast food,531237.082,189930.15,55.78,False,117
30806,331362136,pharmacy,531157.124,190004.65,42.84,False,117
30807,331362137,pet,531167.483,189957.057,45.41,False,117
30808,331362139,pub,531775.707,189377.797,27.61,False,117
30809,331362140,bar,531859.656,189328.104,26.54,False,117
30810,331438863,nightclub,530386.155,177887.194,38.38,False,132
30811,331505552,cafe,524494.598,175816.863,27.02,False,154
30812,331523439,fast food,533719.274,181632.923,212.52,False,52
30814,331534409,restaurant,531522.977,183538.768,144.02,False,43
30815,331534417,restaurant,531399.448,183626.736,109.72,False,43
30816,331534430,restaurant,531655.632,183785.658,141.1,False,43
30817,331534431,restaurant,531650.538,183785.67,140.51,False,43
30818,331534433,restaurant,531642.965,183785.195,139.5,False,43
30819,331534434,restaurant,531664.528,183789.416,141.74,False,43
30820,331534436,restaurant,531666.987,183959.956,136.9,False,43
30821,331534998,pharmacy,531669.288,184068.389,126.24,False,43
30822,331535000,restaurant,531664.938,184095.082,121.52,False,43
30823,331557256,place of worship,530414.929,176847.191,18.98,False,62
30826,331817321,cafe,531411.431,180381.653,66.03,False,72
30827,331833624,place of worship,538443.183,175473.698,22.79,False,59
30828,331833626,parking,538448.7,175431.082,20.94,False,59
30830,331880857,fast food,531648.694,184183.839,108.56,False,43
30831,331880863,restaurant,531647.4,184189.592,107.92,False,43
30832,331880869,fast food,531646.052,184201.986,106.71,False,43
30833,331880875,nightclub,531644.577,184209.37,105.99,False,43
30834,331880880,restaurant,531642.374,184222.599,104.73,False,43
30835,331880884,restaurant,531641.104,184228.753,104.12,False,43
30836,331880892,pub,531633.435,184282.557,100.01,False,43
30837,331880894,fast food,531633.102,184307.708,98.68,False,43
30838,331880896,restaurant,531632.217,184316.41,98.07,False,43
30839,331880897,restaurant,531658.57,184339.705,96.71,False,43
30840,331880899,restaurant,531654.727,184366.123,94.5,False,56
30841,331880901,fast food,531620.593,184382.541,92.01,False,56
30842,331880902,pharmacy,531650.454,184395.5,91.29,False,56
30843,331880903,restaurant,531611.07,184387.489,90.79,False,56
30844,331880904,supermarket,531611.459,184447.635,85.27,False,56
30845,331880909,fast food,531600.418,184575.583,82.5,False,56
30846,331880921,nightclub,531609.886,184716.383,81.75,False,56
30847,331880922,cafe,531600.276,184772.852,78.92,False,56
30848,331880923,restaurant,531562.023,184771.381,78.96,False,56
30849,331880924,restaurant,531577.835,184790.375,77.93,False,56
30850,331880925,bank,531542.421,184785.928,77.79,False,56
30851,331880929,supermarket,531505.661,184806.34,75.18,False,56
30852,331880931,fast food,531453.339,184857.806,72.2,False,56
30853,331916324,fast food,542224.925,184926.729,12.3,False,95
30855,331916376,fast food,542244.276,184873.808,12.06,False,33
30859,331916801,restaurant,542194.862,184894.403,12.56,False,159
30860,331916817,fast food,542191.075,184902.021,12.56,False,159
30861,331916908,convenience,542189.49,184916.233,12.48,False,159
30862,331918068,pub,542223.476,184897.965,12.57,False,95
30870,331933100,pub,542358.342,184268.083,13.01,False,33
30871,331935879,convenience,542332.379,184338.446,11.93,False,33
30872,331936071,bank,542330.699,184345.366,11.8,False,33
30876,331964837,parking,531848.282,179068.844,46.11,False,72
30877,331964874,garden,531307.15,179220.7,54.6,False,72
30878,331965049,restaurant,525152.758,175269.254,18.23,False,162
30879,331965051,garden,525178.032,175247.409,19.66,False,162
30880,331965052,garden,525244.796,175273.218,20.36,False,162
30881,331965053,garden,525250.329,175243.234,21.34,False,162
30882,331965056,garden,525296.804,175266.752,21.37,False,162
30883,331965057,garden,525348.338,175276.821,21.57,False,162
30884,331965058,garden,525388.152,175286.613,21.44,False,162
30885,331965392,garden,524301.243,175540.528,38.81,False,154
30886,331966112,pub,524422.776,175859.415,30.14,False,154
30887,331995896,sports centre,525819.773,175253.982,40.52,False,18
30888,331995899,furniture,525963.788,175271.339,47.27,False,18
30889,331995902,pub,525962.151,175390.067,43.13,False,18
30890,331995903,garden,525955.015,175409.095,42.01,False,18
30891,331995908,garden,525847.295,175334.754,38.25,False,18
30892,331995909,garden,525801.58,175321.063,35.84,False,18
30893,332011183,parking,525937.142,174629.217,50.02,False,162
30894,332013878,pub,526307.809,177143.303,22.22,False,149
30895,332043741,bank,531611.027,184768.157,79.08,False,56
30896,332043743,bicycle,531303.868,185080.381,82.42,False,56
30897,332059042,school,532965.082,185365.985,50.08,False,48
30898,332072722,restaurant,529395.382,178523.999,99.06,False,82
30899,332072723,parking,529378.627,178475.702,94.09,False,82
30900,332117344,restaurant,530155.217,182686.976,122.0,False,121
30901,332117592,cafe,530074.723,182642.041,119.51,False,121
30902,332117631,cafe,529984.594,182707.411,115.49,False,121
30903,332117740,restaurant,529997.99,182715.81,116.22,False,121
30904,332118042,cafe,530017.803,182729.515,117.36,False,121
30905,332118048,pub,530042.769,182746.588,118.76,False,121
30906,332118767,theatre,529942.895,182764.852,112.7,False,121
30909,332147241,pub,532709.692,177139.721,27.51,False,4
30910,332147272,kindergarten,532844.168,177133.417,22.76,False,4
30917,332241206,kindergarten,526858.333,176799.537,36.53,False,149
30920,332311026,place of worship,525047.83,187298.636,17.67,False,156
30922,332328660,shelter,524729.182,179671.589,24.78,False,54
30923,332348980,stationery,514291.837,186798.657,20.5,False,129
30924,332397372,convenience,533564.772,181610.06,235.0,False,52
30926,332400974,parking,549549.36,175202.199,12.14,False,157
30927,332400975,cinema,549491.819,175215.589,14.1,False,157
30928,332402478,community centre,518882.314,185667.251,27.57,False,36
30929,332402480,hotel,518992.959,185479.527,39.9,False,36
30930,332402487,hotel,518993.232,185432.97,38.83,False,36
30931,332402681,garden,526864.436,177075.875,35.26,False,149
30932,332402682,garden,526961.75,177199.688,35.0,False,149
30933,332402683,garden,526905.71,177137.681,35.68,False,149
30934,332414047,garden,524678.077,179701.624,23.53,False,54
30935,332431931,cafe,530627.451,177854.471,37.88,False,132
30936,332532102,garden,528567.263,177112.924,20.0,False,82
30938,332576811,bar,527256.176,175695.617,74.44,False,136
30939,332576812,fast food,527267.812,175691.936,74.59,False,136
30940,332619788,garden,539178.647,187305.236,31.85,False,120
30941,332619795,garden,539127.99,187230.852,27.36,False,120
30942,332619796,garden,539140.424,187203.094,27.12,False,120
30943,332619797,garden,539132.865,187193.46,26.19,False,120
30944,332619889,garden,539214.218,187192.078,30.41,False,120
30945,332619936,playground,539230.142,187207.751,32.18,False,120
30946,332622519,furniture,538302.615,188547.257,31.33,False,84
30947,332623001,parking,538508.563,188699.473,28.57,False,84
30948,332658225,pub,528793.352,178578.309,77.18,False,82
30949,332721086,hotel,522875.686,178602.56,24.44,False,151
30950,332723845,pub,522750.816,178583.88,23.08,False,151
30951,332768104,garden,538489.744,188785.908,30.47,False,28
30952,332768105,garden,538537.875,188797.397,29.79,False,28
30953,332768885,restaurant,538316.195,188619.631,31.38,False,84
30954,332768889,convenience,538198.1,188545.016,35.83,False,84
30955,332768893,garden,538292.014,188612.905,31.86,False,84
30956,332793895,pub,530910.045,184134.682,51.51,False,43
30957,332794940,restaurant,530939.477,184416.845,42.16,False,56
30958,332795709,library,530734.568,184108.752,70.97,False,43
30959,332871177,school,537475.948,188396.828,45.05,False,84
30960,332871370,restaurant,533533.549,181527.527,232.69,False,52
30961,332872016,restaurant,531175.936,179752.511,109.61,False,72
30962,332872683,cafe,531032.871,179614.903,94.96,False,72
30963,332872685,restaurant,531020.679,179630.913,94.85,False,72
30966,332888741,community centre,524856.092,181325.982,63.38,False,77
30967,332915211,hairdresser,529537.29,178390.677,72.6,False,82
30968,332918631,school,537680.933,181563.811,18.13,False,153
30969,332918650,playground,537961.609,181553.762,18.29,False,119
30970,332918652,playground,537830.718,181131.947,33.67,False,152
30971,332918656,grave yard,538077.404,180937.175,26.27,False,152
30972,332925823,restaurant,528770.124,187243.083,27.43,False,103
30973,332950905,alcohol,529305.149,178556.743,116.33,False,82
30974,332950906,restaurant,529302.654,178551.083,115.36,False,82
30975,332974229,garden,539067.485,187379.238,21.88,False,120
30976,333059751,parking,539618.104,187659.931,28.29,False,120
30977,333062173,place of worship,539683.804,187672.715,26.1,False,120
30978,333062177,place of worship,539687.805,187694.36,24.84,False,120
30979,333077933,parking,534890.979,183887.445,41.69,False,150
30980,333079890,place of worship,534880.08,183848.974,41.31,False,150
30981,333082445,pub,534747.823,184361.778,26.17,False,150
30982,333125738,pub,532329.153,176835.016,36.92,False,4
30983,333125743,doctors,532520.74,176754.455,48.79,False,4
30984,333125744,pub,532499.259,176761.14,47.5,False,4
30985,333167315,cafe,530681.544,184126.392,72.17,False,43
30986,333167326,fast food,530679.75,184143.238,70.35,False,43
30987,333167353,restaurant,530646.032,184254.914,60.48,False,56
30988,333167382,restaurant,530645.789,184260.026,60.17,False,56
30989,333167385,cafe,530643.483,184276.313,58.96,False,56
30990,333167389,restaurant,530641.504,184292.553,57.62,False,56
30991,333185603,cafe,530624.119,184430.943,48.9,False,56
30992,333185671,cafe,530603.365,184576.28,40.55,False,56
30993,333204799,pub,528710.726,176511.57,18.75,False,62
30994,333205448,pub,530767.495,184719.855,36.58,False,56
30995,333205462,restaurant,530752.659,184770.303,36.47,False,56
30996,333205608,restaurant,528603.448,176183.096,23.38,False,62
30997,333225578,restaurant,526614.416,176182.718,28.27,False,149
30998,333226685,garden,532332.618,180371.788,74.14,False,72
31001,333245288,childcare,538064.386,191033.995,11.63,False,163
31003,333268920,restaurant,542337.144,184266.721,13.05,False,33
31004,333269034,fast food,542341.944,184244.276,13.31,False,33
31005,333271823,supermarket,542371.607,184184.054,14.01,False,33
31006,333272884,gift,541590.2,183273.496,15.96,False,159
31007,333279289,pub,542721.518,183616.247,14.74,False,33
31008,333284513,fast food,542660.176,183602.617,16.71,False,33
31009,333284598,fast food,542624.103,183593.279,17.55,False,33
31010,333285384,pub,542565.763,183591.641,18.32,False,33
31011,333300780,library,532498.392,196501.532,35.29,False,96
31012,333316104,playground,537490.321,188360.527,47.35,False,84
31013,333316115,garden,537421.302,188437.824,41.31,False,84
31014,333316119,school,537435.288,188446.55,41.83,False,84
31015,333395368,hostel,525795.604,178363.034,51.67,False,158
31016,333395499,parking,532151.793,179500.449,54.72,False,72
31017,333507528,pub,532313.22,166880.886,22.74,False,24
31018,333507536,car repair,532225.434,166815.309,26.08,False,24
31019,333539739,parking,526672.873,176104.224,33.85,False,149
